,electricity,natural_gas,fuel_oil,vehicle_miles,housing_fp,county_total_fp
2792,7407.0,24782.0,15,23348,7.9,436914
2793,10591.0,61980.0,1,28625,13.9,426372
2794,10255.0,62921.0,1,25880,12.3,171758
2795,9357.0,47476.0,3,28565,15.5,167385
2796,14329.0,35788.0,2,22965,15.9,543891
2797,11994.0,29244.0,24,25927,14.0,1104184
2798,15254.0,40715.0,5,21334,16.9,343321
2799,15261.0,42570.0,5,25635,17.1,548896
2800,13446.0,32872.0,5,22910,15.1,728275
2801,14354.0,32356.0,5,28254,15.8,443366
2802,12951.0,27157.0,11,25616,14.4,180380
2803,15307.0,40130.0,3,27009,17.0,447641
2804,12060.0,25253.0,8,25078,13.6,173263
2805,12523.0,28088.0,22,26270,14.3,975634
2806,10473.0,22862.0,172,23843,14.2,384808
2807,12590.0,34308.0,10,23274,14.7,8355224
2808,14407.0,40157.0,,19926,16.2,129241
2809,15257.0,40049.0,5,22634,16.9,551790
2810,14137.0,33364.0,5,26621,15.7,943418
2811,14465.0,36587.0,2,26505,16.1,210689
2812,14345.0,33719.0,3,27064,15.9,728268
2813,13277.0,32504.0,15,27685,15.2,1011001
2814,13187.0,30567.0,8,26892,14.8,370825
2815,14635.0,41593.0,2,22277,16.6,1872334
2816,13148.0,29753.0,17,26394,14.8,355750
2817,13953.0,32950.0,5,28083,15.5,590059
2818,14294.0,36289.0,4,26998,16.0,1595620
2819,12882.0,24816.0,19,28242,14.3,335637
2820,12602.0,27599.0,20,26272,14.3,833869
2821,12967.0,30952.0,4,24420,14.6,2474289
2822,14479.0,29401.0,5,26733,15.8,69527
2823,13802.0,39456.0,14,28149,15.9,291004
2824,14181.0,38597.0,3,24510,16.0,686747
2825,12128.0,27708.0,15,24735,13.9,382661
2826,13980.0,32052.0,2,24101,15.3,193780
2827,11895.0,24766.0,14,21041,13.5,95851
2828,12549.0,23783.0,70,27356,14.6,376834
2829,12581.0,31094.0,8,24461,14.4,1477422
2830,13775.0,35727.0,13,25673,15.6,658712
2831,12685.0,34511.0,12,26289,14.8,1214063
2832,14950.0,35640.0,9,29916,16.5,1221853
2833,14021.0,33678.0,3,27652,15.6,3770562
2834,13889.0,40608.0,13,25754,16.0,405916
2835,13416.0,28798.0,24,28306,15.0,405703
2836,12379.0,26505.0,23,24539,14.1,1822836
2837,15659.0,43743.0,0,21115,17.0,18576529
2838,13826.0,33976.0,10,28052,15.6,383261
2839,12862.0,24471.0,5,27934,14.1,308302
2840,11262.0,27603.0,25,24150,13.4,3284051
2841,14583.0,36899.0,6,27470,16.4,2637452
2842,17660.0,38310.0,3,28348,18.4,1056983
2843,13652.0,31195.0,17,26255,15.3,132039
2844,12374.0,34659.0,67,25935,15.2,400287
2845,12187.0,23726.0,25,25593,13.8,298885
2846,13378.0,29894.0,9,26690,14.9,91675
2847,12858.0,33064.0,9,25271,14.8,852086
2848,11291.0,27455.0,27,23801,13.4,2441526
2849,13584.0,31034.0,2,25369,15.1,277320
2850,13470.0,32880.0,9,23911,15.2,664089
2851,14387.0,38000.0,3,25458,16.1,548588
2852,18464.0,47409.0,1,31213,20.3,3268807
2853,14772.0,33279.0,5,30017,16.3,1825797
2854,11211.0,27003.0,1,24012,12.0,877532
2855,11292.0,33208.0,,26524,12.4,260436
2856,11843.0,28492.0,0,24335,12.5,1516924
2857,12168.0,24577.0,0,19600,12.3,480011
2858,12720.0,30893.0,2,29802,13.3,150878
2859,12617.0,43954.0,3,35474,14.2,44906
2860,12460.0,25730.0,1,26900,12.6,669373
2861,12482.0,27366.0,4,29130,13.0,557872
2862,10982.0,37109.0,3,26045,14.8,139015
2863,11630.0,23046.0,1,26595,11.9,430324
2864,12589.0,25631.0,2,30898,12.8,1210583
2865,11425.0,37507.0,1,21076,12.7,120308
2866,12122.0,26120.0,1,22432,12.5,477925
2867,11145.0,27255.0,1,24083,11.9,4457146
2868,11844.0,30139.0,0,22857,12.6,24738665
2869,11838.0,23032.0,1,28816,12.1,186698
2870,9874.0,24053.0,,28174,10.9,5281
2871,12282.0,28106.0,0,27477,12.7,436987
2872,11636.0,32941.0,0,23728,14.3,1719429
2873,13802.0,28190.0,1,28626,13.8,5045294
2874,11299.0,26016.0,0,22390,11.8,2600658
2875,8862.0,28389.0,,22234,10.3,183906
2876,11694.0,42486.0,2,24896,15.1,47043
2877,12823.0,27378.0,,20004,13.0,140067
2878,11168.0,29564.0,0,23482,12.1,794585
2879,12283.0,26120.0,2,25121,12.6,373082
2880,11621.0,24829.0,0,26133,12.1,759488
2881,12245.0,26650.0,1,28258,12.6,594520
2882,13042.0,26889.0,3,23274,13.1,477475
2883,11853.0,29271.0,0,27556,12.5,268320
2884,13352.0,24461.0,1,20515,13.0,5458176
2885,11234.0,28206.0,,23917,14.6,270440
2886,13046.0,46387.0,,32149,17.5,153945
2887,11508.0,28885.0,,25038,14.9,695971
2888,11540.0,49493.0,1,27060,16.3,158866
2889,12391.0,25195.0,1,26147,11.4,274783
2890,11909.0,29722.0,0,23903,12.6,773734
2891,11634.0,41021.0,,22203,13.1,136305
2892,12383.0,33864.0,2,30009,13.2,186050
2893,12477.0,41597.0,,25005,16.5,74492
2894,11453.0,29358.0,,23374,12.2,100465
2895,11560.0,33473.0,0,23561,12.6,223613
2896,13951.0,34198.0,0,29323,14.5,39724931
2897,12694.0,44879.0,,23899,14.1,73285
2898,12670.0,28120.0,1,24117,13.0,413027
2899,12729.0,25516.0,0,28853,12.9,27558559
2900,11217.0,30814.0,,24643,12.2,288133
2901,12511.0,31666.0,2,24621,13.1,65570
2902,11921.0,30609.0,0,27903,12.7,686657
2903,11621.0,28556.0,0,26707,12.4,985013
2904,12341.0,39950.0,,23018,13.5,46088
2905,12586.0,37043.0,,24342,13.5,72295
2906,11453.0,34456.0,,23987,12.5,82746
2907,12441.0,42334.0,,24619,16.6,141316
2908,13459.0,36917.0,,24385,14.1,57255
2909,11150.0,50823.0,1,27125,16.1,206613
2910,11427.0,31670.0,0,23181,12.3,45134494
2911,11309.0,40464.0,,22859,13.0,240855
2912,11090.0,45294.0,1,25553,15.6,345563
2913,12214.0,30584.0,,25566,12.9,111324
2914,13386.0,32912.0,0,29976,14.0,10661106
2915,10317.0,30530.0,1,23039,13.4,75199
2916,12891.0,26424.0,,21994,12.9,176665
2917,11148.0,41354.0,,23871,12.8,107268
2918,13377.0,26837.0,,22255,13.2,260560
2919,11392.0,32395.0,0,23211,12.4,436378
2920,11005.0,32347.0,1,21999,12.1,2238009
