Population,State,County,electricity (kWh),Nat. Gas (cu.ft.),FUELOIL (gallons),Vehicle miles traveled, Transport (tCO2e/yr) , Housing (tCO2e/yr) , Food (tCO2e/yr) , Goods (tCO2e/yr) , Services (tCO2e/yr) , Total Household Carbon Footprint (tCO2e/yr) , Households , Total County Carbon Footprint (tCO2e/yr) 
493,MT,PETROLEUM ,7562,24166,67,24363,16,8.6,7,4,4.2,39.8,292,11615
17783,TN,UNICOI ,12374,34659,67,25935,17.2,15.2,6.9,4.3,4.7,48.3,8279,400287
9643,IA,MONONA ,10506,44705,67,25633,17.1,16.2,7,4.5,4.9,49.7,4515,224545
36286,MI,HURON ,11080,55421,68,23217,15.7,17.5,7.3,4.7,5.2,50.5,20596,1039767
5354,NC,HYDE ,11484,25882,68,18117,12.3,12,7.1,4.2,4.5,40,3017,120760
58679,SC,LANCASTER ,12914,35696,68,24756,16.6,13.4,7.7,4.7,5.1,47.3,23999,1135519
119097,WI,MARATHON ,10128,59365,68,27037,18.4,16.6,7.8,5.4,6,54.2,47745,2587282
19279,VA,FREDERICKSBURG CITY ,10100,39653,68,17037,12,11.9,6.3,4.5,5.1,39.8,43596,1734228
2625,SD,JACKSON ,9204,23185,68,22576,14.5,13.3,10,4.1,4,45.8,1050,48134
12092,MN,COTTONWOOD ,11342,54902,68,23175,15.6,17.7,7.2,4.5,4.9,49.9,5381,268260
62317,MI,IONIA ,11428,54446,68,29756,20,17.9,8.1,5.3,5.9,57.1,22340,1276438
14484,MN,KOOCHICHING ,9599,47152,69,20640,14.2,15.3,7,4.7,5.3,46.5,7799,362885
55977,VA,YORK ,14869,44656,69,29406,20.2,15.5,8.9,6.3,7.1,57.9,72332,4191125
56122,NC,SAMPSON ,11962,26781,69,22882,15.3,12.3,7.9,4.5,4.9,44.9,23633,1061352
4755,IN,OHIO ,12289,35836,69,30579,20.5,16.4,7.6,5.2,5.8,55.4,2049,113598
60056,MI,TUSCOLA ,11334,46410,69,29693,19.8,17.2,8,5.1,5.7,55.9,23836,1331414
156485,OH,PORTAGE ,11552,51477,69,25727,17.6,16.9,7.7,5.4,6.1,53.7,63831,3429575
30341,VA,WAYNESBORO CITY ,12091,47650,70,24578,16.6,13.8,7.2,4.8,5.4,47.9,13274,635528
11523,ID,FREMONT ,10119,37121,70,28868,18.9,11,9,4.8,5,48.8,6658,324820
10875,NC,PAMLICO ,11689,24568,70,20139,13.8,12,7,4.6,5,42.4,5925,251191
2333,SD,HAAKON ,10164,22340,70,29607,19.4,14.5,7.4,4.4,4.8,50.5,1083,54705
5405,NE,CHERRY ,9495,21443,70,25481,16.9,13.9,7.2,4.3,4.7,47,2795,131354
24372,OH,WYANDOT ,11335,44814,70,27480,18.4,16.4,7.6,5,5.5,52.9,9873,521916
22287,MN,MEEKER ,11311,44382,70,25793,17.5,17,7.7,5.1,5.7,53,9640,510870
938,NV,STOREY ,6035,24585,70,24228,16.5,8.1,6.2,4.7,5.3,40.8,496,20241
92285,WI,FOND DU LAC ,10297,58008,70,25484,17.5,16.6,7.6,5.4,6,53.1,37540,1991824
16745,TN,POLK ,12549,23783,70,27356,18.1,14.6,7.4,4.4,4.8,49.3,7650,376834
79848,MI,VAN BUREN ,11339,47936,70,25557,17.3,17.2,8,5.1,5.6,53.3,35601,1896553
46297,MI,BRANCH ,11404,52481,71,23841,16.2,17.7,7.8,5,5.5,52.1,20164,1051540
2350,SD,JERAULD ,9829,21876,71,25257,16.8,14.2,6.9,4.3,4.8,46.9,1186,55664
21646,VA,PRINCE GEORGE ,12438,31585,72,27574,18.7,13,8.6,5.6,6.1,52,7103,369188
25149,OH,PIKE ,10268,30902,72,24359,16.3,14.4,7.8,4.6,5,47.9,10573,506928
65037,SC,DARLINGTON ,11603,26856,72,21010,14.1,12.1,7.7,4.5,4.8,43.2,28089,1212965
13839,SC,SALUDA ,12653,29154,72,25373,16.9,12.9,8.1,4.8,5.1,47.8,5670,271008
3223,CA,SIERRA ,5765,26061,72,25378,17.1,7.9,7.1,4.7,5.2,42,1929,80948
2340,ND,ADAMS ,9924,30202,72,24271,16.1,14.7,6.6,4.2,4.6,46.3,1290,59697
10,AK,JUNEAU ,4128,26034,72,8074,5.9,6.1,3.8,3.1,3.5,22.3,85,1892
5829,PA,FOREST ,10319,56087,73,13443,9.4,12.7,7,4.2,4.6,37.9,8739,331536
21744,VA,RADFORD ,9418,32913,73,20877,14,13.7,6.6,4.3,4.7,43.3,9054,392181
26786,MN,LYON ,10626,41391,73,24391,16.6,16.2,7.5,5,5.5,50.7,11036,559262
11983,ND,BARNES ,10256,39229,73,26682,17.7,15.7,6.9,4.4,4.8,49.5,5687,281226
27986,MI,OCEANA ,10387,38246,73,23136,15.6,15.7,8,4.8,5.2,49.2,15855,780594
16758,SD,HUGHES ,9977,35402,73,24539,16.8,15.1,7.2,5.2,5.8,50.1,7268,363952
72343,NC,MOORE ,11679,26449,73,22799,15.7,12.3,7.2,5.1,5.7,45.9,33941,1557332
1517884,PA,PHILADELPHIA ,9812,68562,73,11485,8.3,13.4,7.6,4.4,4.8,38.5,661606,25471655
39292,WI,DUNN ,9170,38547,73,28904,19.3,14.6,7.7,5,5.5,52.1,15014,782902
23534,MN,CASS ,8976,24685,74,17921,12.3,13.3,7.5,4.5,4.9,42.6,18922,805494
238337,VA,NORFOLK CITY ,10881,40530,74,16462,11.4,12.5,7.5,4.5,4.9,40.8,94923,3869206
28573,SC,UNION ,12036,34656,75,23095,15.5,12.8,7.3,4.5,4.9,44.9,12814,575812
11289,MI,MACKINAC ,8748,34650,75,18768,12.9,12.7,7,4.6,5,42.2,7810,329543
64938,VA,DANVILLE CITY ,11076,44081,75,19530,13.2,15.9,7,4.3,4.7,45.2,30127,1362478
2589,NE,BOYD ,10316,21651,75,25076,16.5,14.7,7.1,4.1,4.4,46.8,1499,70187
34522,OR,CLATSOP ,10254,36890,75,20901,14.3,11,7,4.8,5.3,42.4,19113,810746
74376,OH,ROSS ,10334,35191,75,23593,16,14.8,7.5,4.9,5.3,48.5,29856,1447303
5827,SD,MCCOOK ,12018,44248,76,30518,20.2,17.7,7.7,4.8,5.2,55.5,2371,131691
3296,ID,ADAMS ,9153,23419,76,24846,16.4,9.6,7.3,4.2,4.5,42,1860,78073
18837,MT,LINCOLN ,7302,23320,76,24571,16.2,8.6,7.2,4.2,4.4,40.6,9319,378276
14147,MN,AITKIN ,8936,26869,76,17609,12.1,13.5,6.9,4.4,4.9,41.8,12773,533626
28699,SC,MARLBORO ,11167,30010,77,19443,13,12.1,7.8,4.2,4.4,41.4,11837,490288
102985,OH,ASHTABULA ,11250,51375,77,22688,15.3,16.7,7.7,4.8,5.2,49.7,43908,2184233
41422,WI,MONROE ,9712,45115,78,25982,17.4,15.6,7.9,4.9,5.3,51,16746,854832
39090,OH,HIGHLAND ,10646,32472,78,24704,16.6,14.9,7.8,4.7,5.2,49.1,16850,828054
33930,VA,STAUNTON CITY ,11396,49010,78,23011,15.7,16.7,6.8,4.7,5.3,49.2,14701,722675
91582,VA,STAFFORD ,14813,38233,78,34907,24,15.3,9.1,7,8,63.3,62231,3941721
16728,MN,HUBBARD ,9231,28423,78,19650,13.5,13.9,7.3,4.7,5.1,44.5,11400,507293
10356,MN,POPE ,10833,43681,79,22351,15.2,16.5,7.2,4.7,5.2,48.7,5445,265442
50880,MI,CLINTON ,12607,57965,79,33007,22.4,19.4,8.2,6,6.8,62.9,19054,1199301
219534,NY,NIAGARA ,7952,65429,79,19573,13.6,10.4,7.4,5,5.5,41.9,95603,4000989
35981,MN,MCLEOD ,11866,52597,79,27133,18.5,18.2,7.7,5.4,6.1,55.9,14519,812022
47154,NC,RICHMOND ,11235,29892,79,19987,13.4,12.2,7.6,4.3,4.6,42.1,20119,847596
24442,VA,COLONIAL HEIGHTS CITY ,12434,39823,79,24865,17.1,13.7,7.5,5.4,6.1,49.8,10158,505411
71601,IN,WAYNE ,10959,48431,79,23253,15.7,16.3,7.3,4.7,5.1,49,30696,1504551
9422,ID,OWYHEE ,9030,24874,79,27048,17.6,9.6,8.6,4.4,4.6,44.9,3778,169715
30894,MN,BECKER ,9844,34562,80,20786,14.2,15,7.5,4.7,5.1,46.5,18049,838589
37722,NC,CHATHAM ,11742,28154,80,26344,17.8,12.4,7.6,5.1,5.6,48.5,15914,771797
44527,MI,SANILAC ,11012,46346,80,26748,17.9,17,7.9,4.9,5.4,53.1,21144,1122365
6183,SD,TRIPP ,9216,21476,80,24811,16.4,13.6,7.5,4.3,4.5,46.3,2887,133537
2823,SD,MINER ,11196,42003,81,27597,18.1,17,7,4.2,4.6,50.9,1386,70529
43381,OH,CLINTON ,10934,34967,81,25574,17.3,15.4,7.8,5.1,5.7,51.3,17624,903602
32867,KY,HARLAN ,10692,23046,82,19667,12.8,13.3,7.4,3.7,3.7,41,14879,609317
4978,MT,CHOUTEAU ,9411,48876,82,29523,19.4,11.5,7.3,4.4,4.8,47.4,2478,117446
34123,NC,PERSON ,11700,30972,82,26129,17.6,12.6,7.5,4.9,5.4,47.9,14815,709328
20536,MN,HOUSTON ,11521,48255,82,26433,17.9,17.6,7.6,5.1,5.7,53.9,8482,457534
44556,TN,CARTER ,10839,26591,83,24714,16.3,13.7,7.1,4.1,4.4,45.6,20221,921756
17770,SC,LEE ,11952,27699,83,20585,13.6,12.5,8.1,4.2,4.4,42.8,6665,285451
5156,MN,COOK ,8070,20268,83,17261,12.2,12.2,6.5,4.7,5.3,41,4626,189690
18178,VA,FLUVANNA ,12283,25952,83,31417,21.2,15.8,7.8,5.5,6.2,56.5,7222,407930
43709,WI,DOUGLAS ,8576,51455,83,23095,15.6,15,7.1,4.7,5.2,47.6,21583,1027466
84480,WI,WOOD ,9746,53351,84,25835,17.6,16,7.5,5.2,5.8,52,36511,1899827
10486,SC,MCCORMICK ,11901,24708,84,22672,15.2,12.3,7.2,4.5,4.9,44.1,4627,204191
14067,KY,PENDLETON ,14148,32001,84,30557,20.3,16.6,8.2,5.1,5.5,55.7,5635,313756
54684,NC,COLUMBUS ,11741,24959,84,21051,14,12.3,7.5,4.2,4.5,42.5,24006,1020118
6038,UT,BEAVER ,11501,51668,84,25331,16.8,12.7,8.8,4.8,5.2,48.3,2669,128883
10203,KY,CLINTON ,11653,24066,84,21512,14,14.1,7.1,3.7,3.8,42.7,5143,219493
48380,NY,ALLEGANY ,7815,56151,85,18613,12.7,9.8,7.5,4.5,4.9,39.4,23852,939148
92272,WI,EAU CLAIRE ,9105,49099,85,23804,16.2,15.3,7.4,5,5.5,49.4,37108,1833192
672190,OR,MULTNOMAH ,10274,38177,86,19873,13.9,11.1,7.3,5.2,5.8,43.3,378240,16380037
27507,CA,DEL NORTE ,4797,28599,86,21241,14.2,7.9,7.7,4.4,4.7,39,10434,406943
10036,MN,JACKSON ,11305,49511,86,25354,17.1,17.6,7.2,4.8,5.3,51.8,4526,234466
249912,SC,SPARTANBURG ,11643,31348,86,24024,16.3,12.6,7.6,4.9,5.4,46.8,105557,4938693
40941,SC,CHESTERFIELD ,11537,27895,87,22409,14.9,12.3,7.7,4.4,4.7,44,17923,788197
21596,WV,BROOKE ,14012,57428,87,23607,15.8,19.4,7.3,4.5,5,52.1,9196,478820
47171,PA,JEFFERSON ,11186,67016,87,20912,14.1,14.3,7.4,4.5,4.9,45.2,22923,1036848
6465,SD,DEWEY ,8948,22331,87,21695,14.1,13.3,9.6,4.2,4.1,45.2,2285,103376
41231,OH,PREBLE ,11297,35485,87,27931,18.8,15.8,7.9,5.2,5.8,53.5,16717,894816
16172,IN,FRANKLIN ,11446,29579,87,32154,21.3,15.5,8.1,5.1,5.6,55.7,6553,365159
10786,NC,JONES ,11984,24700,87,23906,15.9,12.4,7.7,4.5,4.8,45.4,4760,215909
8627,VA,BUENA VISTA CITY ,11276,45079,87,24879,16.6,13.3,7.3,4.6,5,46.8,3689,172567
34599,SC,WILLIAMSBURG ,12132,26979,87,20687,13.6,12.7,8.1,4.1,4.3,42.8,14442,618686
7422,MN,LAC QUI PARLE ,11542,47914,88,25050,16.8,17.8,7.1,4.6,5,51.2,3473,177711
64222,PA,ARMSTRONG ,11206,66384,88,21631,14.6,17.5,7.4,4.5,4.9,48.9,28767,1407941
18497,NC,CURRITUCK ,12878,25301,88,26521,17.9,13.1,7.9,5.1,5.7,49.7,10817,537499
16385,KY,RUSSELL ,11448,22444,88,20921,13.8,13.9,7,3.8,4,42.4,8662,367424
39431,VA,FAIRFAX CITY ,14522,54807,89,27708,20.2,16.3,8,7.6,9,61.2,47279,2892035
742865,NJ,MIDDLESEX ,9904,71350,89,21936,15.9,13.8,8.3,6.5,7.5,52,271362,14108485
73133,VA,ROANOKE ,12806,47231,89,27593,19,18,7.3,5.6,6.4,56.3,81008,4562734
121115,NC,IREDELL ,11901,33360,90,24426,16.7,13,7.7,5.2,5.8,48.4,51328,2485639
3431,SD,PERKINS ,9245,20412,90,26604,17.5,13.6,6.9,4.2,4.5,46.8,873,40829
16785,KY,MCCREARY ,11482,24406,90,21405,13.9,14,7.7,3.7,3.8,43.1,7263,312889
24762,KY,GRANT ,12976,28119,91,28101,18.8,15.5,8.2,5,5.5,53,10264,543543
85977,NY,CATTARAUGUS ,7673,56750,92,19622,13.4,9.9,7.6,4.6,5,40.6,40230,1633184
148071,NC,CATAWBA ,10726,30328,92,23589,16.1,12.1,7.5,5.1,5.6,46.4,62681,2908625
17063,MN,FARIBAULT ,11277,48648,92,25411,17,17.6,7.1,4.6,5.1,51.5,7583,390723
181709,OH,CLERMONT ,11614,35949,92,27544,19,16.3,8.1,5.9,6.7,55.9,430203,24065629
1286,SD,SULLY ,11002,29152,92,28237,18.7,16,7.5,4.6,5.1,51.8,633,32813
253754,VA,CHESTERFIELD ,13928,37641,93,29670,20.6,14.8,8.2,6.4,7.4,57.4,272860,15665277
68610,OH,BELMONT ,10183,44338,93,21464,14.4,15.5,7.1,4.3,4.7,46,30655,1410892
9519,WV,WEBSTER ,11149,24067,93,20720,13.6,14.8,7.2,3.8,3.9,43.3,5177,224122
10327,MT,SANDERS ,7408,24188,94,26245,17.2,8.9,7.1,4.1,4.4,41.8,5308,221643
27914,WI,VERNON ,9646,39266,94,26095,17.4,15.3,7.6,4.7,5.1,50.2,12499,627311
13747,ND,ROLETTE ,9160,21357,94,22734,14.9,13.6,9,4.3,4.4,46.2,5060,233631
27410,WI,DOOR ,9068,39696,94,20830,14.4,14.6,7,4.9,5.4,46.3,19224,890174
510746,NJ,OCEAN ,10284,60437,95,21050,14.9,13.4,7.7,5.6,6.4,48,248614,11938910
37523,OH,BROWN ,10686,26817,95,28228,18.8,14.8,8,5,5.4,52,15473,804887
252935,MD,HOWARD ,13581,44306,95,29446,21.1,14.5,8.1,7.4,8.7,59.7,120265,7184525
23254,OH,MORROW ,11377,34077,95,30337,20.3,16,8,5.2,5.7,55.2,9048,499289
84122,VA,MONTGOMERY ,9622,30081,96,23983,16,14,7.2,4.5,4.9,46.6,32790,1526962
5148,AK,NORTH SLOPE ,7485,24851,96,13332,10.6,8.1,9.8,7,7.8,43.4,1815,78726
205591,PA,WASHINGTON ,11206,60825,96,21706,14.9,17.5,7.4,5,5.5,50.3,88128,4432915
65786,NC,LINCOLN ,11628,27751,96,27416,18.5,12.5,7.8,5.2,5.8,49.9,26612,1326703
6749,IA,WAYNE ,10451,45646,96,25547,16.9,15.9,7,4.3,4.7,48.8,3387,165329
11979,MN,YELLOW MEDICINE ,11047,47514,97,25355,17,17.3,7.2,4.6,5.1,51.1,5364,274361
113367,NC,RANDOLPH ,11419,29224,97,25465,17.2,12.5,7.7,5,5.5,47.7,47013,2243436
51202,MN,CLAY ,9965,40922,97,23587,16,15.8,7.6,4.9,5.4,49.7,19763,981547
21008,VA,POWHATAN ,13614,26282,97,36971,24.7,13.8,8.2,5.9,6.6,59.3,7010,415528
2567,ND,KIDDER ,11422,42031,97,27424,17.9,17.2,7,4,4.3,50.5,1515,76514
10193,MN,STEVENS ,10764,47006,97,23729,16.1,17,7.3,4.8,5.3,50.5,4128,208556
64992,VA,JAMES CITY ,13604,38528,98,24768,17.4,14.6,7.3,5.8,6.7,51.8,27693,1434904
17651,WI,JACKSON ,9143,36803,98,26068,17.5,14.7,7.5,4.8,5.3,49.9,7468,372437
102949,NJ,CAPE MAY ,9230,45813,98,15984,11.6,11.9,7.2,5.2,5.9,41.8,91308,3819820
53283,MN,OTTER TAIL ,10027,37615,99,21268,14.5,15.6,7.3,4.7,5.2,47.3,31417,1487183
58228,CA,LAKE ,4969,26853,99,21344,14.4,7.6,7.2,4.4,4.8,38.4,32298,1239871
10858,NE,COLFAX ,11982,39582,99,28788,19,17.7,8.5,4.9,5.3,55.4,4217,233585
10756,MN,LAKE ,9915,45650,100,22505,15.5,15.9,7.1,5,5.7,49.2,5963,293402
115464,NC,ROWAN ,11603,33224,100,23968,16.3,12.9,7.6,4.9,5.5,47.1,47524,2238448
20182,OH,CARROLL ,10458,35458,100,24629,16.6,15.2,7.6,4.8,5.2,49.3,9377,462635
106198,VA,ROANOKE CITY ,10191,47044,101,19144,13.1,15.7,6.7,4.4,4.9,44.7,72589,3247021
12394,ND,WALSH ,10644,37675,101,26258,17.5,16.2,7.2,4.6,5.1,50.6,5743,290589
41032,VA,WISE ,10097,23898,101,23379,15.4,13.2,7.3,4.2,4.4,44.6,18196,811173
7984,SD,GRANT ,10450,37137,101,25533,17,16.1,7.3,4.6,5,49.9,3760,187804
115899,OH,COLUMBIANA ,10578,45600,102,23351,15.7,16,7.6,4.7,5.1,49.1,47497,2333833
443728,NY,RICHMOND ,8475,60347,102,17830,13.1,11,8.4,6.1,6.9,45.4,163993,7437771
12431,MN,SWIFT ,10367,45297,103,24527,16.5,16.6,7.2,4.7,5.1,50.1,4993,250185
4735,ND,CAVALIER ,11311,37251,103,24696,16.5,16.9,7,4.5,4.9,49.9,2680,133640
31533,OH,ADAMS ,10067,24401,103,25424,16.8,14.2,7.8,4.4,4.7,47.8,13498,645727
22544,MN,TODD ,10369,39361,103,23511,15.7,16.1,7.8,4.6,4.9,49.1,10384,510114
91067,NC,ROCKINGHAM ,11040,33996,103,23702,15.9,12.6,7.4,4.6,5,45.5,39782,1811622
627911,NJ,MONMOUTH ,11576,73120,103,24152,17.5,15.2,8.2,6.9,8.1,56,245461,13740258
15358,MI,LEELANAU ,10958,40744,104,22667,15.8,16.9,7.4,5.4,6.1,51.6,10616,547934
17636,WI,TAYLOR ,9149,36426,104,26983,18.1,14.8,7.6,5,5.5,51,7777,396529
26032,NC,MARTIN ,11261,25478,105,20932,14,12.3,7.6,4.4,4.7,42.9,11110,476740
4478,MT,MUSSELSHELL ,7756,24494,105,27281,17.8,9.3,7,4.1,4.3,42.5,2306,98006
97252,NY,STEUBEN ,7716,53830,105,20465,14,9.9,7.5,4.7,5.2,41.4,45474,1880752
4491,MT,MINERAL ,7548,24257,106,27118,17.9,9.1,7.3,4.3,4.7,43.3,2205,95381
2267,MT,JUDITH BASIN ,7795,24524,106,28540,18.7,9.3,7.3,4.2,4.5,44.1,1300,57327
45685,NC,VANCE ,10939,31042,106,19970,13.5,12.4,7.8,4.5,4.8,42.9,19459,834613
36386,WI,SHAWANO ,9435,45903,107,25860,17.4,15.4,7.5,4.9,5.4,50.6,16517,836105
11321,ID,FRANKLIN ,11961,44448,107,33572,21.9,12.9,9.7,5.1,5.3,54.9,3867,212357
2509,UT,WAYNE ,10408,24602,107,25169,16.7,10.8,8.5,4.7,4.9,45.6,1329,60645
1163,SD,JONES ,9876,19882,108,28860,19,14.5,7,4.3,4.7,49.5,600,29727
99487,NC,CLEVELAND ,11577,31816,108,23056,15.6,12.9,7.6,4.7,5.2,45.9,41832,1919342
14734,KY,ROCKCASTLE ,11503,22936,108,23566,15.4,14.2,7.4,3.9,4.1,45,6596,296827
884118,NJ,BERGEN ,10355,76042,108,22214,16.4,14.2,8,7,8.2,53.7,339820,18264490
13726,NC,WASHINGTON ,11264,25141,108,20100,13.5,12.3,7.6,4.3,4.6,42.3,6190,261649
60380,NC,HALIFAX ,10856,30783,108,18604,12.5,12.4,7.5,4.2,4.5,41.1,27782,1141249
3343,SD,HAND ,9811,19807,109,25150,16.8,14.4,7.1,4.5,5,47.8,1652,79045
260979,NJ,SOMERSET ,11976,73811,109,26622,19.6,15.6,8.1,7.8,9.3,60.5,98756,5975703
34522,WI,GREEN ,10171,46377,109,28724,19.4,16.3,7.6,5.3,5.9,54.4,14167,771237
54150,WI,CHIPPEWA ,9209,41137,109,27270,18.3,15.2,7.6,5,5.5,51.6,22909,1181383
15511,VA,LEXINGTON CITY ,11196,39362,109,23253,15.8,13.3,6.9,4.7,5.2,45.8,6290,288198
14618,VA,GREENE ,12485,26010,110,32790,22,13.1,8.1,5.5,6.1,54.8,5814,318488
68265,VA,ALBEMARLE ,12127,31658,110,27499,19,14,7.4,5.7,6.6,52.7,51380,2705884
97496,NY,ONTARIO ,8160,54515,110,22426,15.5,10.2,7.6,5.3,5.9,44.6,41575,1852792
720834,MD,BALTIMORE ,11945,50708,110,22545,15.9,14,7.4,5.7,6.5,49.5,301324,14926687
6051,MN,BIG STONE ,10217,31645,110,20984,14.1,15.6,7.2,4.4,4.8,46,3389,156018
23664,WI,CALUMET ,11005,55882,110,29392,20,17.7,7.8,5.6,6.3,57.4,9525,546848
176266,PA,BEAVER ,10920,62270,111,20940,14.4,17.5,7.3,4.9,5.4,49.4,75745,3744197
36487,MI,HOUGHTON ,9295,53781,111,20216,13.6,15.9,7.2,4.3,4.6,45.6,18046,822594
8775,NC,CLAY ,10367,24074,111,20579,14,13.5,6.7,4.4,4.8,43.4,5425,235507
166188,NY,SCHENECTADY ,7819,68006,111,19944,14.1,11,7.2,5.3,6,43.7,71975,3147826
3899,NC,TYRRELL ,10620,24392,112,18471,12.4,11.8,7.2,4,4.3,39.7,1892,75188
59321,VA,PETERSBURG CITY ,11441,38051,112,20020,13.7,13.3,7.4,4.7,5.1,44.2,25293,1117408
11181,LA,CATAHOULA ,13889,28828,112,23525,15.4,12.4,7.6,4,4.2,43.7,5356,233816
35202,WI,CLARK ,9669,40433,112,27554,18.3,15.7,8.2,4.8,5.1,52.1,14105,734823
7297,WI,PEPIN ,9930,35784,113,29661,19.7,15.8,7.7,4.9,5.4,53.4,3100,165635
17642,ND,RICHLAND ,10343,31986,113,27671,18.5,15.7,7.2,4.8,5.3,51.4,7480,384757
97235,NY,TOMPKINS ,6809,47917,113,17095,12,9.2,7,4.7,5.3,38.2,38961,1489190
177944,PA,BUTLER ,11721,58742,114,24361,16.7,17.7,7.7,5.3,6,53.5,71269,3810058
2666,SD,HANSON ,11643,36414,114,30918,20.3,17.4,8.4,4.7,5,55.6,1069,59461
50753,VA,WASHINGTON ,10575,27731,114,26023,17.4,14.8,7.1,4.6,5.1,48.9,30970,1514567
1644,SD,HYDE ,9823,19984,114,28736,18.9,14.5,7.2,4.4,4.8,49.9,759,37843
119913,PA,MERCER ,10816,62604,114,20773,14.2,17.5,7.3,4.7,5.1,48.8,50769,2476271
15954,MN,WADENA ,9800,35681,114,23378,15.6,15.5,7.5,4.5,4.8,47.8,7376,352907
58311,VA,FREDERICK ,12170,32250,115,31792,21.4,15.8,7.9,5.5,6.2,56.8,34009,1932929
35592,VA,SALEM ,11288,44377,115,25035,17,16.7,7.1,5,5.6,51.5,14712,758228
5270,SD,BRULE ,9838,20141,115,26059,17.3,14.5,7.4,4.5,4.9,48.7,2256,109789
17137,MN,RENVILLE ,11848,47391,116,26032,17.6,18.3,7.5,4.9,5.5,53.7,7357,395076
32840,MN,MORRISON ,10918,38724,116,25898,17.4,16.8,7.9,4.9,5.3,52.2,14711,768645
27173,VA,HOPEWELL CITY ,11691,36937,116,21859,14.9,13.5,7.4,4.7,5.2,45.7,11602,530265
6816,ND,BENSON ,10007,24394,116,23411,15.2,14.9,9.6,4.4,4.4,48.6,2830,137488
34136,VA,GLOUCESTER ,12672,25069,116,29686,20,13.3,7.9,5.4,6.1,52.7,14221,749914
24363,MT,LAKE ,7558,23165,117,24350,16.1,9.3,7.7,4.3,4.6,42,11830,496507
9555,ID,BENEWAH ,8607,22923,117,26995,17.8,9.8,7.6,4.5,4.9,44.6,4469,199397
9849,MN,PIPESTONE ,10523,42868,117,23891,16,16.7,7.3,4.5,4.9,49.4,4317,213464
7355,ND,BOTTINEAU ,9654,18676,117,23680,15.8,14.3,6.9,4.3,4.7,46,4513,207433
21539,WI,IOWA ,10254,42740,118,29995,20.1,16.3,7.7,5.2,5.8,55.1,9004,496109
23100,VA,SCOTT ,10223,23631,118,24081,15.9,13.5,7.1,4.2,4.5,45.2,11115,502725
267064,VA,HENRICO ,12387,39269,118,23638,16.7,14.2,7.1,5.8,6.6,50.3,246595,12408181
13210,ID,IDAHO ,8548,23048,118,26587,17.5,9.9,7.4,4.3,4.7,43.8,6151,269575
6392,VA,NORTON CITY ,9110,23033,120,20003,13.3,12.6,6.9,3.9,4.1,40.8,3050,124396
29725,NC,TRANSYLVANIA ,10579,30052,120,22065,15.2,12.4,6.9,4.9,5.5,44.9,16430,736970
19988,GA,FANNIN ,10946,24597,120,22909,15.4,14.1,7.1,4.4,4.8,45.7,11297,516150
10876,WA,LINCOLN ,12780,36052,121,29718,19.7,13.2,7.4,4.8,5.2,50.3,5395,271207
31146,MN,POLK ,9846,38886,121,23558,15.9,15.8,7.4,4.7,5.2,49.1,13904,682632
16969,OH,HARRISON ,10473,37285,122,23716,15.8,15.6,7.4,4.4,4.8,48,8316,399350
77041,MD,ALLEGANY ,10656,54114,122,21697,14.6,16.9,7.1,4.4,4.8,47.8,33827,1615484
90932,NC,HENDERSON ,10454,32234,122,22297,15.3,12.9,7,4.9,5.4,45.5,43564,1983988
21803,VA,LEE ,10595,23806,122,22549,14.8,13.8,7.2,3.9,4.1,43.8,10361,453665
28646,VA,ISLE OF WIGHT ,13527,30490,122,31288,21.1,14.3,7.9,5.5,6.2,55,11552,635766
17244,MN,REDWOOD ,10914,40552,123,25043,16.9,17.1,7.3,4.8,5.3,51.4,7453,383170
29020,NC,MACON ,10019,24021,123,18373,12.7,13.1,6.8,4.5,4.9,42.1,20278,853221
41336,NY,WYOMING ,8008,53866,123,23238,15.8,10.3,7.9,5.1,5.6,44.6,16940,756117
524368,NJ,CAMDEN ,10713,67343,124,19523,14,14.6,8.1,5.8,6.5,48.9,205385,10049338
7723,MI,ONTONAGON ,9256,40434,124,20548,13.9,15,6.6,4.3,4.7,44.6,5135,228959
1012,MT,GOLDEN VALLEY ,7707,24366,124,28651,18.8,9.5,7.2,4.2,4.6,44.2,437,19329
692093,MD,BALTIMORE CITY ,10352,59376,125,13211,9.4,13.7,7.3,4.5,4.9,39.9,315678,12582975
14600,NC,CHOWAN ,11063,25313,125,19602,13.3,12.4,7.4,4.4,4.8,42.3,6494,274518
30782,WI,TREMPEALEAU ,10252,43691,125,29497,19.7,16.6,7.5,4.9,5.4,54.1,12926,698810
9348,ID,CLEARWATER ,8301,22667,125,26732,17.8,9.8,7.2,4.5,4.9,44.2,4332,191478
18758,CA,PLUMAS ,5840,25880,126,22989,15.6,8.3,6.9,4.7,5.2,40.7,10690,435530
40760,PA,GREENE ,10784,54330,126,21629,14.5,17,7.4,4.4,4.8,48.1,16752,805995
500035,NJ,PASSAIC ,9154,69412,126,19318,13.8,13.5,8.9,5.9,6.6,48.7,174209,8476948
85246,VA,LYNCHBURG CITY ,10554,35305,126,20397,14,15.6,7,4.7,5.3,46.7,36349,1695793
54048,WI,GRANT ,9730,42300,126,27275,18.2,15.9,7.6,4.8,5.3,51.9,21875,1134762
26308,WV,MCDOWELL ,10943,28198,126,18347,12,15,7.3,3.5,3.6,41.4,12995,538377
